TEXT,LABELS
"['Roof', 'Opening', 'Step', '19', ':', 'Plastering', 'of', 'Roof', 'Trusses', ':', 'The', 'roof', 'trusses', 'perform', 'basically', 'two', 'functions', ':', 'during', 'construction', 'they', 'act', 'as', 'support', 'for', 'the', 'wet', 'roof', 'surface', 'and', ',', 'throughout', 'the', 'life', 'of', 'the', 'structure', ',', 'they', 'act', 'as', 'stiffeners', '.']","[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
"['Therefore', 'these', 'trusses', '(', 'main', 'and', 'bracing', ')', 'are', 'plastered', 'before', 'plastering', 'the', 'roof', 'surface', '.']","[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]"
"['The', 'process', 'of', 'plastering', 'these', 'trusses', 'is', 'similar', 'to', 'that', 'for', 'walls', '.']","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
"['Step', '20', ':', 'Temporary', 'Formwork', 'for', 'Plastering', 'Roof', 'Surface', ':', 'Similar', 'to', 'the', 'walls', ',', 'the', 'plastering', 'of', 'the', 'roof', 'is', 'also', 'carried', 'out', 'from', 'the', 'top', 'against', 'a', 'sheet', 'of', 'plywood/wooden', 'plank', 'placed', 'on', 'the', 'working', 'area', 'underside', '.']","[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
"['This', 'requires', 'a', 'temporary', 'formwork', 'for', 'supporting', 'the', 'wooden', 'plank/plywood', '.']","[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]"
"['A', 'plank/plywood', 'may', 'be', 'supported', 'by', '2-3', 'props', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['Pipeline', 'is', '400', 'm', '(', 'about', '1315', 'ft', ')', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Task', 'Daily', 'Progress', 'Time', 'Estimate', 'Trenching', '100', 'ft/day', '15', 'days', 'Assembling', '&', 'Laying', 'Pipeline', '200', 'ft/day', '7', 'days', 'Concrete', 'Curing', '(', 'overnight', ')', '—', '1', 'day', 'Initial', 'Backfill', '(', '4-6', 'inches', ')', '300', 'ft/day', '2', 'days', 'Testing', '—', '1', 'day', 'Final', 'Backfilling', '300', 'ft/day', '5', 'days', 'Role', 'Breakdown', 'EWB', 'Travel', 'Team', ':', 'Should', 'be', 'familiar', 'to', 'process', 'steps', 'before', 'beginning', 'a', 'new', 'task', '.']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Will', 'lead', 'the', 'implementation', 'process', 'throughout', '.']","[0, 0, 0, 1, 0, 0, 0]"
"['All', 'members', 'should', 'work', 'together', 'at', 'all', 'steps', 'of', 'the', 'implementation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['One', 'person', 'should', 'work', 'as', 'an', 'overseer', ',', 'especially', 'during', 'pipe', 'assembly', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
"['Volunteer', 'Community', 'Members', ':', 'Work', 'together', 'with', 'the', 'EWB', 'team', 'members', 'in', 'digging', 'the', 'trench', 'and', 'assembling', 'the', 'pipe', 'Appointed', 'members', 'who', 'will', 'oversee', 'future', 'operations', 'and', 'maintenance', 'should', 'work', 'more', 'closely', 'with', 'the', 'EWB', 'members', 'to', 'grasp', 'full', 'understanding', 'of', 'the', 'system', '’', 's', 'detailed', 'workings', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Operations', 'and', 'Maintenance', ':', 'Operation', 'There', 'is', 'little', 'to', 'no', 'interaction', 'with', 'the', 'pipes', 'themselves', 'during', 'regular', 'operations', '.']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
"['However', ',', 'there', 'need', 'to', 'be', 'regular', 'checks', 'on', 'the', 'pipeline', 'system', 'to', 'ensure', 'that', 'there', 'are', 'no', 'leaks', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Figure', '16', '.']","[0, 0, 0]"
"['Placement', 'of', 'Roof', 'Reinforcements', 'Large', 'Ferro-Cement', 'Water', 'Tank', '–', 'UNHCR', ',', 'July', '2006', '-15-', 'Figure', 'Figure', '18', '.']","[0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Temporary', 'Formwork', 'for', 'Roof', '19', '.']","[0, 1, 0, 1, 0, 0]"
"['Step', '9', ':', 'Casting', 'the', 'Base', 'Slab']","[0, 0, 0, 1, 0, 1, 1]"
"['It', 'is', 'highly', 'recommended', 'to', 'plaster', 'the', 'area', 'near', 'the', 'truss', 'first', 'and', 'progress', 'sideways', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]"
"['Step', '22', ':', 'Plastering', 'the', 'Temporary', 'Openings', ':', 'These', 'areas', 'should', 'be', 'the', 'last', 'items', 'to', 'be', 'plastered', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Now', 'the', 'roof', 'opening', 'should', 'be', 'used', 'an', 'access', '.']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]"
"['One', 'person', 'should', 'enter', 'into', 'the', 'tank', 'through', 'the', 'permanent', 'opening', 'in', 'roof', 'to', 'assist', 'plastering', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
"['The', 'temporarily', 'bent', 'bars', 'at', 'the', 'openings', 'should', 'be', 'straightened', 'before', 'closing', 'with', 'mesh', 'and', 'plastering', '.']","[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
"['Maintenance', 'at', 'the', 'pump', 'inlet', 'is', 'important', 'for', 'the', 'sustainability', 'of', 'the', 'pipes', 'that', 'follow', '.']","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]"
"['Leak', 'Maintenance', 'The', 'pipeline', 'should', 'be', 'checked', 'for', 'visible', 'signs', 'of', 'leaks', 'on', 'a', 'daily', 'basis', '.']","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]"
"['(', 'Flag', 'the', 'pipeline', 'somehow', '?', ')']","[0, 1, 0, 1, 0, 0, 0]"
"['Signs', 'include', 'a', 'reduced', 'collection', 'of', 'water', 'in', 'the', 'storage', 'tank', ',', 'wet', 'spots', 'of', 'soil', 'along', 'the', 'pipeline', ',', 'or', 'a', 'drop', 'in', 'water', 'pressure', '.']","[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]"
"['If', 'there', 'is', 'a', 'leak', ',', 'the', 'pump', 'should', 'be', 'turned', 'off', 'immediately', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
"['A', 'trench', 'should', 'be', 'dug', 'to', 'expose', 'the', 'ruptured', 'or', 'leaking', 'pipe', '.']","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]"
"['Wait', 'for', 'the', 'water', 'to', 'drain', 'from', 'the', 'pipes', 'Cut', 'away', 'the', 'section', 'of', 'pipe', 'that', 'is', 'broken', 'or', 'leaking', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]"
"['Pipe', 'Maintenance', 'Checklist', 'Daily', ':', 'Walk', 'along', 'the', 'pipeline', 'and','check', 'for', 'visible', 'signs', 'of', 'water', 'leakage', '(', 'i.e', '.']","[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]"
"['Finally', ',', 'the', 'exterior', 'of', 'the', 'tank', 'should', 'be', 'painted', 'with', 'a', 'cement', 'coat', 'of', 'a', 'preferred', 'shade', ',', 'and', 'the', 'periphery', 'of', 'the', 'plinth', 'should', 'be', 'back-filled', 'with', 'a', 'layer', 'of', 'grass-turf', 'on', 'the', 'top', 'and', 'drainage', 'developed', 'to', 'avoid', 'accumulation', 'of', 'rainwater', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0]"
"['Step', '23', ':', 'Finishing', 'the', 'Surface', ':', 'The', 'excess', 'mortar', 'and', 'uneven', 'surfaces', 'should', 'be', 'brushed', 'off', 'to', 'finish', 'the', 'surface', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
"['Finally', ',', 'the', 'exterior', 'of', 'the', 'tank', 'should', 'be', 'painted', 'with', 'a', 'cement', 'coat', 'of', 'a', 'preferred', 'shade', ',', 'and', 'the', 'periphery', 'of', 'the', 'plinth', 'should', 'be', 'back-filled', 'with', 'a', 'layer', 'of', 'grass-turf', 'on', 'the', 'top', 'and', 'drainage', 'developed', 'to', 'avoid', 'accumulation', 'of', 'rainwater', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
"['Figure', '21', '.']","[0, 0, 0]"
"['Finished', 'Ferro', 'Cement', 'Tank', 'Figure', '20', '.']","[0, 1, 1, 1, 0, 0, 0]"
"['Temporary', 'Opening', 'Storage', 'Tank', 'Building', 'Manual', '.']","[0, 1, 1, 1, 1, 0, 0]"
"['Step', '11', ':', 'Keeping', 'Openings', 'for', 'Construction', 'and', 'Pipe', 'Works']","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
"['Fixing', 'of', 'Roof', 'Trusses', '(', 'Stiffeners', ')', 'Step', '17', ':', 'Placement', 'of', 'Roof', 'Reinforcements', ':', 'Once', 'the', 'main', 'and', 'bracing', 'roof', 'trusses', 'have', 'been', 'placed', ',', 'the', 'circumferential', 'and', 'radial', 'bars', 'for', 'the', 'roof', 'must', 'be', 'placed', '.']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
"['Step', '2', ':', 'Site', 'Clearance']","[0, 0, 0, 0, 1]"
"['Step', '3', ':', 'Preparation', 'of', 'Foundation']","[0, 0, 0, 0, 0, 1]"
"['The', 'distance', 'between', 'the', 'layers', 'can', 'be', 'controlled', 'using', 'small', 'separators', 'made', 'up', 'of', 'crushed', 'concrete', 'pebbles', 'or', 'pre-cast', 'pieces', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['Step', '7', ':', 'Erecting', 'L-bars', 'Along', 'the', 'Wall-Base', 'Junction', ':', 'L-shaped', 'bars', 'are', 'used', 'both', 'for', 'strength', 'and', 'to', 'improve', 'constructability', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'difficult', 'to', 'fix', 'the', 'long', 'vertical', 'bars', '(', '1', 'to', '2.5', 'm', ')', 'to', 'the', 'base', 'slab', 'reinforcement', 'at', 'this', 'stage', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
"['L-shaped', 'bars', 'being', 'shorter/lighter', ',', 'it', 'is', 'easier', 'to', 'tie', 'into', 'base', 'slab', 'reinforcement', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
"['One', 'or', 'two', 'tie', 'wire', 'pieces', 'are', 'required', 'for', 'each', 'L-shaped', 'bar', '.']","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]"
"['If', 'long', 'vertical', 'bars', 'are', 'fixed', 'at', 'this', 'stage', 'it', 'is', 'not', 'convenient', 'to', 'pour', 'the', 'concrete', 'and', 'go', 'inside', 'for', 'levelling', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
"['It', 'is', 'always', 'convenient', 'to', 'place', 'at', 'least', 'two', '(', 'the', 'top', 'and', 'bottom', ')', 'circular', 'rings', 'and', 'then', 'fix', 'the', 'L-shaped', 'bars', 'as', 'anchor', 'bars', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
"['Step', '8', ':', 'Placing', 'Vertical', 'Dowel/Fixing', 'Plate/Bars', 'for', 'Central', 'Column', ':', 'Similar', 'to', 'the', 'L-shaped', 'bars', 'placed', 'along', 'the', 'perimeter', ',', '4-8', 'bars', 'can', 'be', 'placed', 'at', 'the', 'location', 'where', 'the', 'central', 'column', 'is', 'to', 'be', 'erected', '.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
"['Alternatively', 'a', 'base', 'plate', 'with', 'holes/bolts', 'can', 'be', 'fixed', 'at', 'this', 'stage', '.']","[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['Plastering', 'of', 'Roof', 'Step', '21', ':', 'Plastering', 'the', 'Roof', 'Surface', ':', 'As', 'explained', 'previously', ',', 'plastering', 'the', 'roof', 'is', 'also', 'carried', 'out', 'from', 'the', 'top', 'against', 'a', 'sheet', 'of', 'plywood/wooden', 'plank', 'placed', 'on', 'the', 'working', 'area', 'underside', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Step', '14', ':', 'Plastering', 'the', 'Wall']","[0, 0, 0, 1, 0, 0]"
"['Step', '15', ':', 'Preparation', 'of', 'Roof', 'Shallow', 'Truss']","[0, 0, 0, 1, 0, 0, 1, 1]"
"['Step', '16', ':', 'Fixing', 'Roof', 'Trusses', '(', 'Roof', 'Stiffeners', ')']","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
"['Make', 'sure', 'to', 'fit', 'the', 'pipe', 'into', 'the', 'socket', 'within', 'about', 'a', 'minute', 'of', 'applying', 'the', 'cement', 'solvent', 'so', 'that', 'the', 'cement', 'is', 'still', 'wet', 'and', 'the', 'strength', 'of', 'the', 'connection', 'is', 'maximized', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]"
"['Step', '18', ':', 'Fixing', 'the', 'Roof', 'Mesh']","[0, 0, 0, 1, 0, 0, 1]"
"['Step', '5', ':', 'Preparation', 'of', 'Base', 'Slab', 'Reinforcement', ':', 'There', 'are', 'two', 'ways', 'to', 'prepare', 'the', 'slab', 'reinforcement', ':', 'either', 'at', 'its', 'final', 'location', 'or', 'at', 'a', 'nearby', 'location', 'and', 'then', 'move', 'to', 'the', 'final', 'place', '.']","[0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Step', '20', ':', 'Plastering', 'Roof', 'Trusses']","[0, 0, 0, 1, 0, 1]"
"['Step', '21', ':', 'Temporary', 'Formwork', 'for', 'Plastering', 'of', 'Roof', 'Surface']","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
"['Step', '22', ':', 'Plastering', 'Roof', 'Surface']","[0, 0, 0, 1, 0, 0]"
"['Step', '23', ':', 'Plastering', 'Temporary', 'Openings']","[0, 0, 0, 1, 0, 1]"
"['Step', '24', ':', 'Finishing', 'the', 'Surface', 'Step', '1', ':', 'Selection', 'of', 'Site', ':', 'The', 'site', 'should', 'be', 'located', 'in', 'an', 'area', 'higher', 'than', 'its', 'surroundings', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'other', 'considerations', 'include', 'the', 'sources', 'of', 'water', 'supply', ',', 'areas', 'in', 'which', 'the', 'water', 'is', 'to', 'be', 'distributed', ',', 'possibility', 'of', 'flooding', ',', 'and', 'practical', 'aspects', 'of', 'construction', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]"
"['The', 'final', 'decision', 'should', 'be', 'taken', 'by', 'a', 'qualified', 'engineer', '.']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]"
"['Step', '2', ':', 'Site', 'Clearance', ':', 'The', 'site', 'must', 'be', 'cleared', ',', 'with', 'loose', 'surfaces', 'compacted', 'and', 'levelled', 'properly', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
"['The', 'area', 'should', 'be', 'protected', 'or', 'fenced', ',', 'if', 'necessary', '.']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
"['Step', '3', ':', 'Preparation', 'of', 'Foundation', ':', 'The', 'type', 'of', 'foundation', 'required', 'may', 'differ', 'depending', 'upon', 'geographical', 'locations', ',', 'soil', 'condition', ',', 'and', 'size', 'of', 'the', 'water', 'tank', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
"['The', 'design', 'should', 'be', 'carried', 'out', 'by', 'a', 'civil', 'or', 'geotechnical', 'engineer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
"['Step', '9', ':', 'Casting', 'the', 'Base', 'Slab', ':', 'After', 'fixing', 'the', 'rebar', 'for', 'slab', ',', 'the', 'central', 'column', 'and', 'the', 'peripheral', 'L-shaped', 'bars', ',', 'the', 'slab', 'can', 'be', 'concreted', '.']","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0]"
"['The', 'surface', 'should', 'be', 'levelled', 'properly', 'with', 'trowel', 'or', 'smooth', 'planks', '.']","[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]"
"['The', 'concrete', '(', '1:2:4', 'by', 'weight', ')', 'can', 'be', 'mixed', 'at', 'the', 'site', 'or', 'can', 'be', 'ordered', 'from', 'the', 'ready-mix', 'supplier', '.']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]"
"['Step', '10', ':', 'Erecting', 'Vertical', 'Reinforcement', 'and', 'Stiffeners', 'for', 'the', 'Wall', ':', 'As', 'the', 'water', 'pressure', 'decreases', 'with', 'height', ',', 'the', 'amount', 'of', 'reinforcement', 'required', 'also', 'varies', 'with', 'height', '.']","[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
"['Bars', 'can', 'be', 'spaced', 'tightly', 'at', 'the', 'lower', 'part', 'and', 'the', 'spacing', 'can', 'be', 'increased', 'with', 'height', '.']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
"['These', 'bars', 'are', 'fixed', 'with', 'tie', 'wire', 'to', 'the', 'L-shaped', 'base', 'bars', '.']","[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0]"
"['It', 'is', 'convenient', 'to', 'erect', 'a', 'few', 'bars', 'at', 'first', 'just', 'enough', 'to', 'hold', 'the', 'topmost', 'circular', 'ring', 'and', 'then', 'only', 'to', 'erect', 'the', 'remaining', 'vertical', 'bars', '.']","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]"
"['The', 'top', 'and', 'bottom', 'rings', 'now', 'provide', 'the', 'anchorage', 'for', 'the', 'vertical', 'bars', '.']","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
"['For', 'the', 'prototype', ',', 'the', 'foundation', 'consists', 'of', 'compacted', 'soil', 'and', 'sand', 'up', 'to', '0.5', 'm', 'above', 'the', 'existing', 'ground', 'level', '.']","[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['To', 'facilitate', 'the', 'retention', 'and', 'compaction', 'and', 'provide', 'additional', 'strength', ',', 'concrete', 'hollow', 'blocks', 'with', 'vertical', 'bars', 'along', 'the', 'circumference', 'at', 'about', '20-30', 'cm', 'centre', 'to', 'centre', 'can', 'be', 'used', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
"['However', ',', 'other', 'methods', 'that', 'would', 'serve', 'the', 'same', 'purpose', 'can', 'also', 'be', 'employed', 'depending', 'on', 'the', 'requirements', 'of', 'the', 'site', 'and', 'the', 'availability', 'of', 'type', 'of', 'local','construction', 'material', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Steps', 'to', 'prepare', 'the', 'foundation', '1', ')', 'Mark', 'the', 'location', 'of', 'the', 'foundation', 'perimeter', '(', 'circular', 'ring', ')', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
"['2', ')', 'Lay', 'the', 'blocks', '.']","[0, 0, 0, 0, 1, 0]"
"['3', ')', 'Insert', 'the', 'vertical', 'bars', '(', 'dia', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0]"
"['6', 'or', '9mm', ',', '20-30', 'cm', 'c/c', ')', ';', 'fill', 'the', 'holes', 'with', 'cement', 'mortar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
"['4', ')', 'Fill', 'the', 'space', 'with', 'soil/sand', '.']","[0, 0, 0, 0, 0, 0, 1, 0]"
"['At', 'least', 'top', '10', 'cm', 'should', 'be', 'filled', 'with', 'sand', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['5', ')', 'Compact', 'the', 'soil', 'using', 'a', 'compacting', 'hammer', 'or', 'other', 'devices', '.']","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
"['6', ')', 'Wet', 'the', 'sand', 'with', 'water', 'and', 'compact', '.']","[0, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
"['Step', '4', ':', 'Preparation', 'of', 'Lean', 'Concrete', 'Base', ':', 'Lean', 'concrete', 'provides', 'a', 'level', 'base', 'and', 'water-tightening', 'layer', 'for', 'the', 'concrete', 'slab', 'to', 'be', 'cast', 'upon', '.']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'layer', 'should', 'be', 'laid', 'over', 'the', 'foundation', '.']","[0, 1, 0, 0, 1, 0, 0, 1, 0]"
"['Generally', ',', '5-6', 'cm', 'thick', 'lean', 'concrete', '(', 'typically', 'a', 'mix', 'of', '1', ':', '3', ':', '5', 'by', 'weight', ')', 'is', 'used', '.']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Step', '19', ':', 'Providing', 'Openings', 'in', 'the', 'Roof']","[0, 0, 0, 0, 1, 0, 0, 1]"
"['In', 'this', 'prototype', ',', 'two', 'layers', 'were', 'prepared', 'outside', 'the', 'tank', 'area', 'and', 'transferred', 'by', 'lifting', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0]"
"['Generally', '4', 'to', '6', 'persons', 'are', 'required', 'for', 'moving', 'and', 'placing', 'the', 'reinforcement', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
"['Step', '6', ':', 'Laying', 'Base', 'Slab', 'Reinforcement', ':', 'The', 'two', 'layers', 'of', 'slab', 'reinforcement', 'were', 'placed', 'in', 'their', 'final', 'position', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
"['Eight', 'steel', 'channels', 'are', 'used', 'to', 'provide', 'additional', 'stiffness', 'to', 'the', 'wall', 'at', 'every', '45', 'degree', 'angle', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['These', 'channels', 'are', 'placed', 'with', 'the', 'hollow', 'part', 'facing', 'inward', '(', 'ease', 'for', 'plastering', ')', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['The', 'height', 'of', 'these', 'channels', 'will', 'be', 'equal', 'to', 'the', 'height', 'of', 'the', 'wall', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'eight', 'shallow', 'roof', 'trusses', 'will', 'be', 'welded', 'with', 'these', 'channels', 'at', 'the', 'top', '.']","[0, 0,  1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]"
